Protein	Protein ID	Entry Name	Gene	Protein Length	Coverage	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124A_Slot1-7_1_890 Spectral Count	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124A_Slot1-7_1_891 Spectral Count	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124A_Slot1-7_1_892 Spectral Count	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124B_Slot1-8_1_893 Spectral Count	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124B_Slot1-8_1_894 Spectral Count	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124B_Slot1-8_1_895 Spectral Count	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124A_Slot1-7_1_890 Unique Spectral Count	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124A_Slot1-7_1_891 Unique Spectral Count	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124A_Slot1-7_1_892 Unique Spectral Count	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124B_Slot1-8_1_893 Unique Spectral Count	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124B_Slot1-8_1_894 Unique Spectral Count	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124B_Slot1-8_1_895 Unique Spectral Count	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124A_Slot1-7_1_890 Total Spectral Count	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124A_Slot1-7_1_891 Total Spectral Count	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124A_Slot1-7_1_892 Total Spectral Count	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124B_Slot1-8_1_893 Total Spectral Count	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124B_Slot1-8_1_894 Total Spectral Count	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124B_Slot1-8_1_895 Total Spectral Count	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124A_Slot1-7_1_890 Intensity	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124A_Slot1-7_1_891 Intensity	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124A_Slot1-7_1_892 Intensity	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124B_Slot1-8_1_893 Intensity	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124B_Slot1-8_1_894 Intensity	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124B_Slot1-8_1_895 Intensity	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124A_Slot1-7_1_890 Unique Intensity	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124A_Slot1-7_1_891 Unique Intensity	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124A_Slot1-7_1_892 Unique Intensity	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124B_Slot1-8_1_893 Unique Intensity	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124B_Slot1-8_1_894 Unique Intensity	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124B_Slot1-8_1_895 Unique Intensity	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124A_Slot1-7_1_890 Total Intensity	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124A_Slot1-7_1_891 Total Intensity	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124A_Slot1-7_1_892 Total Intensity	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124B_Slot1-8_1_893 Total Intensity	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124B_Slot1-8_1_894 Total Intensity	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124B_Slot1-8_1_895 Total Intensity	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124A_Slot1-7_1_890 MaxLFQ Intensity	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124A_Slot1-7_1_891 MaxLFQ Intensity	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124A_Slot1-7_1_892 MaxLFQ Intensity	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124B_Slot1-8_1_893 MaxLFQ Intensity	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124B_Slot1-8_1_894 MaxLFQ Intensity	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124B_Slot1-8_1_895 MaxLFQ Intensity	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124A_Slot1-7_1_890 MaxLFQ Unique Intensity	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124A_Slot1-7_1_891 MaxLFQ Unique Intensity	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124A_Slot1-7_1_892 MaxLFQ Unique Intensity	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124B_Slot1-8_1_893 MaxLFQ Unique Intensity	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124B_Slot1-8_1_894 MaxLFQ Unique Intensity	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124B_Slot1-8_1_895 MaxLFQ Unique Intensity	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124A_Slot1-7_1_890 MaxLFQ Total Intensity	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124A_Slot1-7_1_891 MaxLFQ Total Intensity	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124A_Slot1-7_1_892 MaxLFQ Total Intensity	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124B_Slot1-8_1_893 MaxLFQ Total Intensity	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124B_Slot1-8_1_894 MaxLFQ Total Intensity	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124B_Slot1-8_1_895 MaxLFQ Total Intensity	Indistinguishable Proteins
sp|Q9BRQ8|FSP1_HUMAN	Q9BRQ8	FSP1_HUMAN	AIFM2	373	12.30	Homo sapiens OX=9606	1:Experimental evidence at protein level	Ferroptosis suppressor protein 1	1.0000	0.9990	3	14	14	14	4	3	2	3	1	1	4	3	2	3	1	1	4	3	2	3	1	1	78529.016	79210.14	77543.6	67051.13	66113.164	63724.477	78529.016	79210.14	77543.6	67051.13	66113.164	63724.477	78529.016	79210.14	77543.6	67051.13	66113.164	63724.477	58725.28	58888.684	57366.703	67307.375	0.0	63481.875	58725.28	58888.684	57366.703	67307.375	0.0	63481.875	58725.28	58888.684	57366.703	67307.375	0.0	63481.875	
sp|Q9BRS2|RIOK1_HUMAN	Q9BRS2	RIOK1_HUMAN	RIOK1	568	24.10	Homo sapiens OX=9606	1:Experimental evidence at protein level	Serine/threonine-protein kinase RIO1	1.0000	0.9990	11	64	64	64	10	11	11	11	11	10	10	11	11	11	11	10	10	11	11	11	11	10	329726.5	335170.03	309999.44	289597.06	276727.75	268148.97	329726.5	335170.03	309999.44	289597.06	276727.75	268148.97	329726.5	335170.03	309999.44	289597.06	276727.75	268148.97	121060.945	122290.055	115470.34	121411.5	117979.63	115091.67	121060.945	122290.055	115470.34	121411.5	117979.63	115091.67	121060.945	122290.055	115470.34	121411.5	117979.63	115091.67	
sp|Q9BRT2|UQCC2_HUMAN	Q9BRT2	UQCC2_HUMAN	UQCC2	126	49.20	Homo sapiens OX=9606	1:Experimental evidence at protein level	Ubiquinol-cytochrome-c reductase complex assembly factor 2	1.0000	0.9990	5	22	22	22	3	3	5	4	5	2	3	3	5	4	5	2	3	3	5	4	5	2	157312.19	167709.08	135638.69	150752.77	125465.164	124352.96	157312.19	167709.08	135638.69	150752.77	125465.164	124352.96	157312.19	167709.08	135638.69	150752.77	125465.164	124352.96	61525.945	65795.14	54157.848	58453.81	48215.684	47521.047	61525.945	65795.14	54157.848	58453.81	48215.684	47521.047	61525.945	65795.14	54157.848	58453.81	48215.684	47521.047	
sp|Q9BRT3|MIEN1_HUMAN	Q9BRT3	MIEN1_HUMAN	MIEN1	115	38.30	Homo sapiens OX=9606	1:Experimental evidence at protein level	Migration and invasion enhancer 1	1.0000	0.9990	3	9	9	9	0	2	0	2	2	3	0	2	0	2	2	3	0	2	0	2	2	3	180021.56	168788.75	167572.03	208539.06	217510.5	228568.34	180021.56	168788.75	167572.03	208539.06	217510.5	228568.34	180021.56	168788.75	167572.03	208539.06	217510.5	228568.34	103707.23	98235.08	97368.04	119120.836	123422.06	128863.02	103707.23	98235.08	97368.04	119120.836	123422.06	128863.02	103707.23	98235.08	97368.04	119120.836	123422.06	128863.02	
sp|Q9BRT6|LLPH_HUMAN	Q9BRT6	LLPH_HUMAN	LLPH	129	23.30	Homo sapiens OX=9606	1:Experimental evidence at protein level	Protein LLP homolog	1.0000	0.9990	3	24	24	24	4	5	4	5	4	2	4	5	4	5	4	2	4	5	4	5	4	2	299623.78	276428.25	285689.47	279455.5	283458.47	281433.62	299623.78	276428.25	285689.47	279455.5	283458.47	281433.62	299623.78	276428.25	285689.47	279455.5	283458.47	281433.62	248557.28	231736.19	238601.39	223359.38	233692.36	237345.81	248557.28	231736.19	238601.39	223359.38	233692.36	237345.81	248557.28	231736.19	238601.39	223359.38	233692.36	237345.81	
sp|Q9BRT9|SLD5_HUMAN	Q9BRT9	SLD5_HUMAN	GINS4	223	40.80	Homo sapiens OX=9606	1:Experimental evidence at protein level	DNA replication complex GINS protein SLD5	1.0000	0.9990	8	46	46	46	10	6	8	8	6	8	10	6	8	8	6	8	10	6	8	8	6	8	231303.47	251192.25	261238.69	228390.67	220298.75	220171.81	231303.47	251192.25	261238.69	228390.67	220298.75	220171.81	231303.47	251192.25	261238.69	228390.67	220298.75	220171.81	95410.13	97445.305	96237.75	89352.74	87037.766	90058.09	95410.13	97445.305	96237.75	89352.74	87037.766	90058.09	95410.13	97445.305	96237.75	89352.74	87037.766	90058.09	
sp|Q9BRU9|UTP23_HUMAN	Q9BRU9	UTP23_HUMAN	UTP23	249	19.70	Homo sapiens OX=9606	1:Experimental evidence at protein level	rRNA-processing protein UTP23 homolog	1.0000	0.9990	4	31	31	31	6	6	5	4	5	5	6	6	5	4	5	5	6	6	5	4	5	5	395455.4	398017.16	405386.2	220205.88	240878.22	272921.72	395455.4	398017.16	405386.2	220205.88	240878.22	272921.72	395455.4	398017.16	405386.2	220205.88	240878.22	272921.72	230085.78	235108.53	221657.02	165215.8	173549.16	191233.34	230085.78	235108.53	221657.02	165215.8	173549.16	191233.34	230085.78	235108.53	221657.02	165215.8	173549.16	191233.34	
sp|Q9BRX2|PELO_HUMAN	Q9BRX2	PELO_HUMAN	PELO	385	30.60	Homo sapiens OX=9606	1:Experimental evidence at protein level	Protein pelota homolog	1.0000	0.9990	9	61	61	61	9	12	9	9	13	9	9	12	9	9	13	9	9	12	9	9	13	9	319173.8	335624.47	329085.6	337204.44	315014.6	334412.44	319173.8	335624.47	329085.6	337204.44	315014.6	334412.44	319173.8	335624.47	329085.6	337204.44	315014.6	334412.44	114734.59	116070.65	115056.66	114251.82	114407.64	122577.76	114734.59	116070.65	115056.66	114251.82	114407.64	122577.76	114734.59	116070.65	115056.66	114251.82	114407.64	122577.76	
sp|Q9BRX5|PSF3_HUMAN	Q9BRX5	PSF3_HUMAN	GINS3	216	48.10	Homo sapiens OX=9606	1:Experimental evidence at protein level	DNA replication complex GINS protein PSF3	1.0000	0.9990	7	46	46	46	7	6	8	7	8	10	7	6	8	7	8	10	7	6	8	7	8	10	207356.53	216124.52	209338.02	200426.36	204336.86	201185.28	207356.53	216124.52	209338.02	200426.36	204336.86	201185.28	207356.53	216124.52	209338.02	200426.36	204336.86	201185.28	79859.586	83057.44	80009.984	77431.34	80280.03	74808.914	79859.586	83057.44	80009.984	77431.34	80280.03	74808.914	79859.586	83057.44	80009.984	77431.34	80280.03	74808.914	
sp|Q9BRZ2|TRI56_HUMAN	Q9BRZ2	TRI56_HUMAN	TRIM56	755	13.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	E3 ubiquitin-protein ligase TRIM56	1.0000	0.9990	12	33	33	33	8	6	5	6	4	4	8	6	5	6	4	4	8	6	5	6	4	4	427192.94	453454.7	260351.14	269112.4	236216.58	101508.53	427192.94	453454.7	260351.14	269112.4	236216.58	101508.53	427192.94	453454.7	260351.14	269112.4	236216.58	101508.53	152173.92	165320.4	138176.14	126511.27	112015.195	122188.54	152173.92	165320.4	138176.14	126511.27	112015.195	122188.54	152173.92	165320.4	138176.14	126511.27	112015.195	122188.54	
sp|Q9BS26|ERP44_HUMAN	Q9BS26	ERP44_HUMAN	ERP44	406	31.30	Homo sapiens OX=9606	1:Experimental evidence at protein level	Endoplasmic reticulum resident protein 44	1.0000	0.9990	10	72	72	72	13	15	11	13	9	11	13	15	11	13	9	11	13	15	11	13	9	11	554736.4	515372.2	545457.2	491963.3	536812.1	526038.7	554736.4	515372.2	545457.2	491963.3	536812.1	526038.7	554736.4	515372.2	545457.2	491963.3	536812.1	526038.7	308001.03	311904.94	296624.9	268885.28	286673.25	283614.12	308001.03	311904.94	296624.9	268885.28	286673.25	283614.12	308001.03	311904.94	296624.9	268885.28	286673.25	283614.12	
sp|Q9BSC4|NOL10_HUMAN	Q9BSC4	NOL10_HUMAN	NOL10	688	19.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	Nucleolar protein 10	1.0000	0.9990	11	77	77	77	16	15	16	11	12	7	16	15	16	11	12	7	16	15	16	11	12	7	311167.72	277126.22	317173.7	318428.66	317604.7	309871.6	311167.72	277126.22	317173.7	318428.66	317604.7	309871.6	311167.72	277126.22	317173.7	318428.66	317604.7	309871.6	166943.36	169586.98	171777.73	157789.25	147821.44	145154.06	166943.36	169586.98	171777.73	157789.25	147821.44	145154.06	166943.36	169586.98	171777.73	157789.25	147821.44	145154.06	
sp|Q9BSD7|NTPCR_HUMAN	Q9BSD7	NTPCR_HUMAN	NTPCR	190	42.60	Homo sapiens OX=9606	1:Experimental evidence at protein level	Cancer-related nucleoside-triphosphatase	1.0000	0.9990	6	61	61	61	12	8	9	10	8	14	12	8	9	10	8	14	12	8	9	10	8	14	291956.66	283018.1	286471.44	292319.75	301371.0	299669.16	291956.66	283018.1	286471.44	292319.75	301371.0	299669.16	291956.66	283018.1	286471.44	292319.75	301371.0	299669.16	128304.12	120275.28	116910.03	116449.516	123874.72	122274.37	128304.12	120275.28	116910.03	116449.516	123874.72	122274.37	128304.12	120275.28	116910.03	116449.516	123874.72	122274.37	
sp|Q9BSH4|TACO1_HUMAN	Q9BSH4	TACO1_HUMAN	TACO1	297	23.60	Homo sapiens OX=9606	1:Experimental evidence at protein level	Translational activator of cytochrome c oxidase 1	1.0000	0.9990	4	32	32	32	8	6	6	4	4	4	8	6	6	4	4	4	8	6	6	4	4	4	205050.52	198193.6	204366.62	201292.55	207851.78	216101.64	205050.52	198193.6	204366.62	201292.55	207851.78	216101.64	205050.52	198193.6	204366.62	201292.55	207851.78	216101.64	90822.79	88133.85	94299.95	90603.62	92327.65	93424.234	90822.79	88133.85	94299.95	90603.62	92327.65	93424.234	90822.79	88133.85	94299.95	90603.62	92327.65	93424.234	
sp|Q9BSJ2|GCP2_HUMAN	Q9BSJ2	GCP2_HUMAN	TUBGCP2	902	26.80	Homo sapiens OX=9606	1:Experimental evidence at protein level	Gamma-tubulin complex component 2	1.0000	0.9990	18	106	104	108	15	22	14	16	22	17	14	22	14	15	22	17	15	23	14	16	23	17	89786.984	86604.48	996858.25	99084.19	913098.9	1072683.5	132267.81	128252.24	133015.55	138168.89	134039.0	142433.38	89786.984	86604.48	996858.25	99084.19	913098.9	1072683.5	204092.5	212778.44	216469.55	213006.64	210335.64	211088.73	49061.934	51149.957	51946.84	51204.812	50705.504	50652.848	204092.5	212778.44	216469.55	213006.64	210335.64	211088.73	
sp|Q9BSJ8|ESYT1_HUMAN	Q9BSJ8	ESYT1_HUMAN	ESYT1	1104	26.60	Homo sapiens OX=9606	1:Experimental evidence at protein level	Extended synaptotagmin-1	1.0000	0.9990	24	154	154	154	28	26	28	24	28	20	28	26	28	24	28	20	28	26	28	24	28	20	273997.38	287484.3	270634.25	261304.3	283325.53	275343.78	273997.38	287484.3	270634.25	261304.3	283325.53	275343.78	273997.38	287484.3	270634.25	261304.3	283325.53	275343.78	109915.9	111499.09	113127.52	108141.51	105840.11	104354.41	109915.9	111499.09	113127.52	108141.51	105840.11	104354.41	109915.9	111499.09	113127.52	108141.51	105840.11	104354.41	
sp|Q9BSL1|UBAC1_HUMAN	Q9BSL1	UBAC1_HUMAN	UBAC1	405	38.80	Homo sapiens OX=9606	1:Experimental evidence at protein level	Ubiquitin-associated domain-containing protein 1	1.0000	0.9990	12	155	155	155	27	31	26	19	22	30	27	31	26	19	22	30	27	31	26	19	22	30	860276.8	872657.4	813015.44	877809.2	925272.8	922200.3	860276.8	872657.4	813015.44	877809.2	925272.8	922200.3	860276.8	872657.4	813015.44	877809.2	925272.8	922200.3	358996.53	362799.9	342989.78	351959.44	369345.66	362465.1	358996.53	362799.9	342989.78	351959.44	369345.66	362465.1	358996.53	362799.9	342989.78	351959.44	369345.66	362465.1	
sp|Q9BSR8|YIPF4_HUMAN	Q9BSR8	YIPF4_HUMAN	YIPF4	244	9.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	Protein YIPF4	1.0000	0.9990	2	18	18	18	4	3	2	2	3	4	4	3	2	2	3	4	4	3	2	2	3	4	90290.96	114912.0	105584.36	85428.48	88681.34	104522.27	90290.96	114912.0	105584.36	85428.48	88681.34	104522.27	90290.96	114912.0	105584.36	85428.48	88681.34	104522.27	51755.082	62411.254	59640.812	54377.645	56020.82	57858.66	51755.082	62411.254	59640.812	54377.645	56020.82	57858.66	51755.082	62411.254	59640.812	54377.645	56020.82	57858.66	
sp|Q9BSU3|NAA11_HUMAN	Q9BSU3	NAA11_HUMAN	NAA11	229	29.30	Homo sapiens OX=9606	1:Experimental evidence at protein level	N-alpha-acetyltransferase 11	1.0000	0.9990	6	28	28	51	7	5	7	2	5	2	7	5	7	2	5	2	9	10	12	6	8	6	24050.09	26118.316	18741.248	11099.721	20208.273	0.0	24050.09	26118.316	18741.248	11099.721	20208.273	0.0	529353.56	544975.4	577776.8	638819.1	658689.44	653172.25	11930.436	12078.733	10771.135	0.0	9096.59	0.0	11930.436	12078.733	10771.135	0.0	9096.59	0.0	322370.03	351092.3	365890.0	429803.78	420480.7	473582.66	
sp|Q9BSV6|SEN34_HUMAN	Q9BSV6	SEN34_HUMAN	TSEN34	310	24.80	Homo sapiens OX=9606	1:Experimental evidence at protein level	tRNA-splicing endonuclease subunit Sen34	1.0000	0.9990	6	49	49	49	5	12	7	10	8	7	5	12	7	10	8	7	5	12	7	10	8	7	153883.61	97131.96	194000.08	177615.25	168960.02	99919.445	153883.61	97131.96	194000.08	177615.25	168960.02	99919.445	153883.61	97131.96	194000.08	177615.25	168960.02	99919.445	63300.074	61951.504	62410.016	68246.88	64375.28	61782.824	63300.074	61951.504	62410.016	68246.88	64375.28	61782.824	63300.074	61951.504	62410.016	68246.88	64375.28	61782.824	
sp|Q9BSY4|CHCH5_HUMAN	Q9BSY4	CHCH5_HUMAN	CHCHD5	110	41.80	Homo sapiens OX=9606	1:Experimental evidence at protein level	Coiled-coil-helix-coiled-coil-helix domain-containing protein 5	1.0000	0.9990	4	40	40	40	8	6	8	5	6	7	8	6	8	5	6	7	8	6	8	5	6	7	139244.03	145520.56	136766.81	125885.8	126288.9	136231.6	139244.03	145520.56	136766.81	125885.8	126288.9	136231.6	139244.03	145520.56	136766.81	125885.8	126288.9	136231.6	54254.426	51291.027	51314.324	49173.633	50454.8	53316.49	54254.426	51291.027	51314.324	49173.633	50454.8	53316.49	54254.426	51291.027	51314.324	49173.633	50454.8	53316.49	
sp|Q9BT09|CNPY3_HUMAN	Q9BT09	CNPY3_HUMAN	CNPY3	278	23.40	Homo sapiens OX=9606	1:Experimental evidence at protein level	Protein canopy homolog 3	1.0000	0.9990	4	29	29	29	5	6	6	4	6	2	5	6	6	4	6	2	5	6	6	4	6	2	90581.31	108707.29	112982.28	101190.56	87049.05	84629.375	90581.31	108707.29	112982.28	101190.56	87049.05	84629.375	90581.31	108707.29	112982.28	101190.56	87049.05	84629.375	48058.773	56097.34	59181.86	52936.695	45335.22	44292.71	48058.773	56097.34	59181.86	52936.695	45335.22	44292.71	48058.773	56097.34	59181.86	52936.695	45335.22	44292.71	
sp|Q9BT25|HAUS8_HUMAN	Q9BT25	HAUS8_HUMAN	HAUS8	410	13.40	Homo sapiens OX=9606	1:Experimental evidence at protein level	HAUS augmin-like complex subunit 8	1.0000	0.9990	5	16	16	16	3	3	1	1	4	4	3	3	1	1	4	4	3	3	1	1	4	4	96848.5	108411.94	43645.082	86244.28	73762.875	75785.1	96848.5	108411.94	43645.082	86244.28	73762.875	75785.1	96848.5	108411.94	43645.082	86244.28	73762.875	75785.1	57430.723	64421.227	0.0	50955.836	43944.754	44283.312	57430.723	64421.227	0.0	50955.836	43944.754	44283.312	57430.723	64421.227	0.0	50955.836	43944.754	44283.312	
sp|Q9BT73|PSMG3_HUMAN	Q9BT73	PSMG3_HUMAN	PSMG3	122	42.60	Homo sapiens OX=9606	1:Experimental evidence at protein level	Proteasome assembly chaperone 3	1.0000	0.9990	3	27	27	27	6	4	5	4	3	5	6	4	5	4	3	5	6	4	5	4	3	5	563198.4	227299.53	301461.8	193219.17	277247.62	274001.56	563198.4	227299.53	301461.8	193219.17	277247.62	274001.56	563198.4	227299.53	301461.8	193219.17	277247.62	274001.56	151889.03	135484.92	131090.69	126258.984	120729.19	130398.07	151889.03	135484.92	131090.69	126258.984	120729.19	130398.07	151889.03	135484.92	131090.69	126258.984	120729.19	130398.07	
sp|Q9BT78|CSN4_HUMAN	Q9BT78	CSN4_HUMAN	COPS4	406	64.30	Homo sapiens OX=9606	1:Experimental evidence at protein level	COP9 signalosome complex subunit 4	1.0000	0.9990	20	184	184	184	32	36	27	33	29	27	32	36	27	33	29	27	32	36	27	33	29	27	521234.3	502776.78	533136.8	551857.6	552431.44	579019.25	521234.3	502776.78	533136.8	551857.6	552431.44	579019.25	521234.3	502776.78	533136.8	551857.6	552431.44	579019.25	192899.16	191483.1	190011.45	196503.9	192516.45	192024.6	192899.16	191483.1	190011.45	196503.9	192516.45	192024.6	192899.16	191483.1	190011.45	196503.9	192516.45	192024.6	
sp|Q9BTA9|WAC_HUMAN	Q9BTA9	WAC_HUMAN	WAC	647	26.90	Homo sapiens OX=9606	1:Experimental evidence at protein level	WW domain-containing adapter protein with coiled-coil	1.0000	0.9990	9	42	42	42	5	8	10	7	5	7	5	8	10	7	5	7	5	8	10	7	5	7	117409.17	150898.95	440012.7	261085.5	172544.62	159938.98	117409.17	150898.95	440012.7	261085.5	172544.62	159938.98	117409.17	150898.95	440012.7	261085.5	172544.62	159938.98	106332.28	100144.01	105928.516	100320.28	97806.83	93709.69	106332.28	100144.01	105928.516	100320.28	97806.83	93709.69	106332.28	100144.01	105928.516	100320.28	97806.83	93709.69	
sp|Q9BTC0|DIDO1_HUMAN	Q9BTC0	DIDO1_HUMAN	DIDO1	2240	5.30	Homo sapiens OX=9606	1:Experimental evidence at protein level	Death-inducer obliterator 1	1.0000	0.9990	11	33	33	33	3	8	6	5	6	5	3	8	6	5	6	5	3	8	6	5	6	5	316390.2	299171.28	291522.25	141912.06	141775.64	65066.156	316390.2	299171.28	291522.25	141912.06	141775.64	65066.156	316390.2	299171.28	291522.25	141912.06	141775.64	65066.156	119500.92	129107.516	129753.07	102206.78	107677.805	102306.29	119500.92	129107.516	129753.07	102206.78	107677.805	102306.29	119500.92	129107.516	129753.07	102206.78	107677.805	102306.29	
sp|Q9BTD8|RBM42_HUMAN	Q9BTD8	RBM42_HUMAN	RBM42	480	16.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	RNA-binding protein 42	1.0000	0.9990	4	31	31	31	5	6	5	7	4	4	5	6	5	7	4	4	5	6	5	7	4	4	224119.36	205841.61	209455.33	219342.19	200511.17	179631.3	224119.36	205841.61	209455.33	219342.19	200511.17	179631.3	224119.36	205841.61	209455.33	219342.19	200511.17	179631.3	164992.1	148807.05	153983.83	160613.81	154763.33	144159.3	164992.1	148807.05	153983.83	160613.81	154763.33	144159.3	164992.1	148807.05	153983.83	160613.81	154763.33	144159.3	
sp|Q9BTE1|DCTN5_HUMAN	Q9BTE1	DCTN5_HUMAN	DCTN5	182	17.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	Dynactin subunit 5	1.0000	0.9988	3	22	22	22	1	5	4	4	4	4	1	5	4	4	4	4	1	5	4	4	4	4	266430.8	220509.47	141517.98	155512.95	145274.86	161311.58	266430.8	220509.47	141517.98	155512.95	145274.86	161311.58	266430.8	220509.47	141517.98	155512.95	145274.86	161311.58	158387.02	108407.07	88823.15	96785.6	81528.945	92472.86	158387.02	108407.07	88823.15	96785.6	81528.945	92472.86	158387.02	108407.07	88823.15	96785.6	81528.945	92472.86	
sp|Q9BTE3|MCMBP_HUMAN	Q9BTE3	MCMBP_HUMAN	MCMBP	642	35.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	Mini-chromosome maintenance complex-binding protein	1.0000	0.9990	18	106	105	106	19	20	22	14	16	15	19	20	21	14	16	15	19	20	22	14	16	15	385091.4	208144.62	209056.38	411322.16	369972.12	358562.9	385091.4	208144.62	209056.38	411322.16	369972.12	358562.9	385091.4	208144.62	209056.38	411322.16	369972.12	358562.9	159051.28	147637.48	155587.53	160687.75	149037.89	156355.12	159051.28	147637.48	155587.53	160687.75	149037.89	156355.12	159051.28	147637.48	155587.53	160687.75	149037.89	156355.12	
sp|Q9BTE6|AASD1_HUMAN	Q9BTE6	AASD1_HUMAN	AARSD1	412	54.60	Homo sapiens OX=9606	1:Experimental evidence at protein level	Alanyl-tRNA editing protein Aarsd1	1.0000	0.9990	14	119	119	119	22	21	19	24	18	15	22	21	19	24	18	15	22	21	19	24	18	15	313834.88	283647.6	308598.1	240956.69	298927.12	251840.1	313834.88	283647.6	308598.1	240956.69	298927.12	251840.1	313834.88	283647.6	308598.1	240956.69	298927.12	251840.1	135991.56	134566.83	132846.22	128611.04	131592.77	119998.52	135991.56	134566.83	132846.22	128611.04	131592.77	119998.52	135991.56	134566.83	132846.22	128611.04	131592.77	119998.52	
sp|Q9BTE7|DCNL5_HUMAN	Q9BTE7	DCNL5_HUMAN	DCUN1D5	237	38.40	Homo sapiens OX=9606	1:Experimental evidence at protein level	DCN1-like protein 5	1.0000	0.9990	9	55	55	55	11	9	10	9	6	10	11	9	10	9	6	10	11	9	10	9	6	10	211448.12	180446.84	205420.45	229762.0	221991.03	225409.28	211448.12	180446.84	205420.45	229762.0	221991.03	225409.28	211448.12	180446.84	205420.45	229762.0	221991.03	225409.28	78642.97	72550.336	77015.46	85653.73	79996.445	82223.63	78642.97	72550.336	77015.46	85653.73	79996.445	82223.63	78642.97	72550.336	77015.46	85653.73	79996.445	82223.63	
