Protein	Protein ID	Entry Name	Gene	Protein Length	Coverage	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	20211130_002_S326355_P3F_2_P3F__DOX___BP___H2O2 Spectral Count	20211130_004_S326356_P3F_3_P3F__DOX___BP___H2O2 Spectral Count	20211130_006_S326354_P3F_1_P3F__DOX___BP___H2O2 Spectral Count	20211130_008_S326359_PIPOX_3_dCas9_PIPOX__DOX__BP__H2O2 Spectral Count	20211130_011_S326352_dCas9_2_dCas9__DOX___BP___H2O2 Spectral Count	20211130_013_S326351_dCas9_1_dCas9__DOX___BP___H2O2 Spectral Count	20211130_015_S326357_PIPOX_1_dCas9_PIPOX__DOX__BP__H2O2 Spectral Count	20211130_017_S326358_PIPOX_2_dCas9_PIPOX__DOX__BP__H2O2_rep Spectral Count	20211130_020_S326353_dCas9_3_dCas9__DOX___BP___H2O2 Spectral Count	20211130_002_S326355_P3F_2_P3F__DOX___BP___H2O2 Unique Spectral Count	20211130_004_S326356_P3F_3_P3F__DOX___BP___H2O2 Unique Spectral Count	20211130_006_S326354_P3F_1_P3F__DOX___BP___H2O2 Unique Spectral Count	20211130_008_S326359_PIPOX_3_dCas9_PIPOX__DOX__BP__H2O2 Unique Spectral Count	20211130_011_S326352_dCas9_2_dCas9__DOX___BP___H2O2 Unique Spectral Count	20211130_013_S326351_dCas9_1_dCas9__DOX___BP___H2O2 Unique Spectral Count	20211130_015_S326357_PIPOX_1_dCas9_PIPOX__DOX__BP__H2O2 Unique Spectral Count	20211130_017_S326358_PIPOX_2_dCas9_PIPOX__DOX__BP__H2O2_rep Unique Spectral Count	20211130_020_S326353_dCas9_3_dCas9__DOX___BP___H2O2 Unique Spectral Count	20211130_002_S326355_P3F_2_P3F__DOX___BP___H2O2 Total Spectral Count	20211130_004_S326356_P3F_3_P3F__DOX___BP___H2O2 Total Spectral Count	20211130_006_S326354_P3F_1_P3F__DOX___BP___H2O2 Total Spectral Count	20211130_008_S326359_PIPOX_3_dCas9_PIPOX__DOX__BP__H2O2 Total Spectral Count	20211130_011_S326352_dCas9_2_dCas9__DOX___BP___H2O2 Total Spectral Count	20211130_013_S326351_dCas9_1_dCas9__DOX___BP___H2O2 Total Spectral Count	20211130_015_S326357_PIPOX_1_dCas9_PIPOX__DOX__BP__H2O2 Total Spectral Count	20211130_017_S326358_PIPOX_2_dCas9_PIPOX__DOX__BP__H2O2_rep Total Spectral Count	20211130_020_S326353_dCas9_3_dCas9__DOX___BP___H2O2 Total Spectral Count	20211130_002_S326355_P3F_2_P3F__DOX___BP___H2O2 Intensity	20211130_004_S326356_P3F_3_P3F__DOX___BP___H2O2 Intensity	20211130_006_S326354_P3F_1_P3F__DOX___BP___H2O2 Intensity	20211130_008_S326359_PIPOX_3_dCas9_PIPOX__DOX__BP__H2O2 Intensity	20211130_011_S326352_dCas9_2_dCas9__DOX___BP___H2O2 Intensity	20211130_013_S326351_dCas9_1_dCas9__DOX___BP___H2O2 Intensity	20211130_015_S326357_PIPOX_1_dCas9_PIPOX__DOX__BP__H2O2 Intensity	20211130_017_S326358_PIPOX_2_dCas9_PIPOX__DOX__BP__H2O2_rep Intensity	20211130_020_S326353_dCas9_3_dCas9__DOX___BP___H2O2 Intensity	20211130_002_S326355_P3F_2_P3F__DOX___BP___H2O2 Unique Intensity	20211130_004_S326356_P3F_3_P3F__DOX___BP___H2O2 Unique Intensity	20211130_006_S326354_P3F_1_P3F__DOX___BP___H2O2 Unique Intensity	20211130_008_S326359_PIPOX_3_dCas9_PIPOX__DOX__BP__H2O2 Unique Intensity	20211130_011_S326352_dCas9_2_dCas9__DOX___BP___H2O2 Unique Intensity	20211130_013_S326351_dCas9_1_dCas9__DOX___BP___H2O2 Unique Intensity	20211130_015_S326357_PIPOX_1_dCas9_PIPOX__DOX__BP__H2O2 Unique Intensity	20211130_017_S326358_PIPOX_2_dCas9_PIPOX__DOX__BP__H2O2_rep Unique Intensity	20211130_020_S326353_dCas9_3_dCas9__DOX___BP___H2O2 Unique Intensity	20211130_002_S326355_P3F_2_P3F__DOX___BP___H2O2 Total Intensity	20211130_004_S326356_P3F_3_P3F__DOX___BP___H2O2 Total Intensity	20211130_006_S326354_P3F_1_P3F__DOX___BP___H2O2 Total Intensity	20211130_008_S326359_PIPOX_3_dCas9_PIPOX__DOX__BP__H2O2 Total Intensity	20211130_011_S326352_dCas9_2_dCas9__DOX___BP___H2O2 Total Intensity	20211130_013_S326351_dCas9_1_dCas9__DOX___BP___H2O2 Total Intensity	20211130_015_S326357_PIPOX_1_dCas9_PIPOX__DOX__BP__H2O2 Total Intensity	20211130_017_S326358_PIPOX_2_dCas9_PIPOX__DOX__BP__H2O2_rep Total Intensity	20211130_020_S326353_dCas9_3_dCas9__DOX___BP___H2O2 Total Intensity	Indistinguishable Proteins
sp|P00738|HPT_HUMAN	P00738	HPT_HUMAN	HP	406	45.80	Homo sapiens OX=9606	1:Experimental evidence at protein level	Haptoglobin	1.0000	0.9990	22	59	35	59	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	59	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P00761|TRYP_PIG	P00761	TRYP_PIG		231	83.50	Sus scrofa	1:Experimental evidence at protein level	Trypsin	1.0000	0.9990	19	2390	2372	2390	301	311	286	231	268	242	249	221	281	299	309	284	229	266	240	247	219	279	301	311	286	231	268	242	249	221	281	2.29942755E11	3.18122099E11	2.97462563E11	1.9365426E11	3.71054117E11	3.46147521E11	3.09640987E11	2.43499303E11	3.42776414E11	2.29942755E11	3.18122099E11	2.97462563E11	1.9365426E11	3.71054117E11	3.46147521E11	3.09640987E11	2.43499303E11	3.42776414E11	2.29942755E11	3.18122099E11	2.97462563E11	1.9365426E11	3.71054117E11	3.46147521E11	3.09640987E11	2.43499303E11	3.42776414E11	
sp|P07477|TRY1_HUMAN	P07477	TRY1_HUMAN	PRSS1	247	8.10	Homo sapiens OX=9606	1:Experimental evidence at protein level	Trypsin-1	1.0000	0.9990	3	219	0	237	30	27	31	14	16	32	18	19	32	0	0	0	0	0	0	0	0	0	32	29	33	16	18	34	20	21	34	1.22282854E9	1.18725427E9	1.53694438E9	7.1932282E8	1.67845837E9	1.68509491E9	1.32431987E9	7.2463667E8	1.53068416E9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.33358221E9	1.29520013E9	1.66409485E9	7.8860134E8	1.81655501E9	1.80386867E9	1.41840371E9	8.2346771E8	1.71398771E9	sp|P07478|TRY2_HUMAN, sp|Q8NHM4|TRY6_HUMAN
sp|P35030|TRY3_HUMAN	P35030	TRY3_HUMAN	PRSS3	304	6.60	Homo sapiens OX=9606	1:Experimental evidence at protein level	Trypsin-3	0.9957	0.9990	2	3	3	21	2	0	1	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	4	2	3	2	2	2	2	2	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1075372E8	1.07945832E8	1.27150504E8	6.9278496E7	1.38096656E8	1.18773768E8	9.4083896E7	9.883104E7	1.833036E8	
sp|P01009|A1AT_HUMAN	P01009	A1AT_HUMAN	SERPINA1	418	20.60	Homo sapiens OX=9606	1:Experimental evidence at protein level	Alpha-1-antitrypsin	1.0000	0.9990	9	15	13	15	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	15	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P01023|A2MG_HUMAN	P01023	A2MG_HUMAN	A2M	1474	9.40	Homo sapiens OX=9606	1:Experimental evidence at protein level	Alpha-2-macroglobulin	1.0000	0.9990	12	16	12	16	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	16	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P01857|IGHG1_HUMAN	P01857	IGHG1_HUMAN	IGHG1	330	43.60	Homo sapiens OX=9606	1:Experimental evidence at protein level	Immunoglobulin heavy constant gamma 1	1.0000	0.9990	13	30	6	30	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	30	0	6725533.0	0.0	0.0	0.0	0.0	0.0	0.0	9.2708531E8	7582860.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6725533.0	0.0	0.0	0.0	0.0	0.0	0.0	9.2708531E8	7582860.0	
sp|P01860|IGHG3_HUMAN	P01860	IGHG3_HUMAN	IGHG3	377	43.80	Homo sapiens OX=9606	1:Experimental evidence at protein level	Immunoglobulin heavy constant gamma 3	1.0000	0.9990	13	6	3	27	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	27	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6725533.0	0.0	0.0	0.0	0.0	0.0	0.0	9.2708531E8	7582860.0	
sp|P01859|IGHG2_HUMAN	P01859	IGHG2_HUMAN	IGHG2	326	27.90	Homo sapiens OX=9606	1:Experimental evidence at protein level	Immunoglobulin heavy constant gamma 2	1.0000	0.9990	10	11	9	24	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	24	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P01876|IGHA1_HUMAN	P01876	IGHA1_HUMAN	IGHA1	353	28.90	Homo sapiens OX=9606	1:Experimental evidence at protein level	Immunoglobulin heavy constant alpha 1	1.0000	0.9990	10	16	7	16	0	0	0	0	1	0	0	15	0	0	0	0	0	0	0	0	7	0	0	0	0	0	1	0	0	15	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P02461|CO3A1_HUMAN	P02461	CO3A1_HUMAN	COL3A1	1466	15.80	Homo sapiens OX=9606	1:Experimental evidence at protein level	Collagen alpha-1(III) chain	1.0000	0.9990	19	84	84	84	23	24	30	0	1	2	1	1	2	23	24	30	0	1	2	1	1	2	23	24	30	0	1	2	1	1	2	2.05591936E8	1.76207456E8	2.1351272E8	8.3189352E7	8.5385128E7	6.908464E7	1.21488664E8	1.13098328E8	9.777776E7	2.05591936E8	1.76207456E8	2.1351272E8	8.3189352E7	8.5385128E7	6.908464E7	1.21488664E8	1.13098328E8	9.777776E7	2.05591936E8	1.76207456E8	2.1351272E8	8.3189352E7	8.5385128E7	6.908464E7	1.21488664E8	1.13098328E8	9.777776E7	
sp|P02462|CO4A1_HUMAN	P02462	CO4A1_HUMAN	COL4A1	1669	4.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	Collagen alpha-1(IV) chain	1.0000	0.9990	6	44	39	44	6	6	8	0	4	4	6	4	6	5	6	7	0	3	4	5	4	5	6	6	8	0	4	4	6	4	6	9.4679896E7	8.4653808E7	1.27048056E8	7.8830176E7	2.01814544E8	1.66625936E8	2.11477552E8	1.48062896E8	1.778784E8	6.6487496E7	6.6972312E7	1.00644192E8	7.8830176E7	1.6323584E8	1.29462192E8	1.6398096E8	1.1200836E8	1.34601152E8	9.4679896E7	8.4653808E7	1.27048056E8	7.8830176E7	2.01814544E8	1.66625936E8	2.11477552E8	1.48062896E8	1.778784E8	
sp|P02545|LMNA_HUMAN	P02545	LMNA_HUMAN	LMNA	664	51.50	Homo sapiens OX=9606	1:Experimental evidence at protein level	Prelamin-A/C	1.0000	0.9990	38	360	338	360	8	10	17	55	48	40	64	55	63	6	8	15	52	46	37	61	52	61	8	10	17	55	48	40	64	55	63	7.792664E7	5.9936032E7	1.3763904E8	9.3095437E8	8.0570611E8	4.89721376E8	1.13110349E9	1.07632179E9	8.5858944E8	7.792664E7	5.9936032E7	1.3763904E8	9.3095437E8	8.0570611E8	4.89721376E8	1.13110349E9	1.07632179E9	8.5858944E8	7.792664E7	5.9936032E7	1.3763904E8	9.3095437E8	8.0570611E8	4.89721376E8	1.13110349E9	1.07632179E9	8.5858944E8	
sp|P20700|LMNB1_HUMAN	P20700	LMNB1_HUMAN	LMNB1	586	28.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	Lamin-B1	1.0000	0.9990	13	73	64	89	3	2	9	9	8	4	10	11	17	2	1	7	8	7	4	10	9	16	5	4	11	10	10	6	12	13	18	4.9367504E7	7.2598824E7	1.4599824E8	2.65861072E8	2.26566176E8	1.9958448E8	2.24161344E8	2.289296E8	2.759456E8	4.1887232E7	5.8653752E7	1.26529184E8	2.6625656E8	2.41672544E8	1.76046816E8	2.36367152E8	2.40735104E8	2.97897088E8	4.9367504E7	7.2598824E7	1.4599824E8	2.65861072E8	2.26566176E8	1.9958448E8	2.24161344E8	2.289296E8	2.759456E8	
sp|P02769|ALBU_BOVIN	P02769	ALBU_BOVIN	ALB	607	93.70	Bos taurus	1:Experimental evidence at protein level	Serum albumin	1.0000	0.9990	101	6549	5578	6549	808	844	901	555	804	687	554	561	835	671	705	771	478	699	597	482	454	721	808	844	901	555	804	687	554	561	835	3.57207507E11	3.31593646E11	4.09024365E11	2.0310229E11	4.09459458E11	3.29536602E11	2.52275163E11	2.51018396E11	3.83653708E11	2.28642652E11	2.40182755E11	3.02177649E11	1.46999575E11	2.83110998E11	2.0878164E11	1.79691569E11	1.56196798E11	2.60189848E11	3.57207507E11	3.31593646E11	4.09024365E11	2.0310229E11	4.09459458E11	3.29536602E11	2.52275163E11	2.51018396E11	3.83653708E11	
sp|Q9H0L4|CSTFT_HUMAN	Q9H0L4	CSTFT_HUMAN	CSTF2T	616	2.80	Homo sapiens OX=9606	1:Experimental evidence at protein level	Cleavage stimulation factor subunit 2 tau variant	0.9771	0.9990	2	1	1	10	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	2	2	2	0	1	1	1	0	1	0.0	0.0	0.0	2.5279888E7	1.5520473E7	1.1291628E7	2.370601E7	3.2014296E7	1.7932344E7	0.0	0.0	0.0	2.5279888E7	1.5520473E7	1.1291628E7	2.370601E7	3.2014296E7	1.7932344E7	3.889826E7	3.220684E7	4.646946E7	4.159106E7	4.5447936E7	3.6450008E7	4.4196312E7	5.4364868E7	5.131756E7	
sp|P02787|TRFE_HUMAN	P02787	TRFE_HUMAN	TF	698	46.40	Homo sapiens	1:Experimental evidence at protein level	Serotransferrin	1.0000	0.9990	29	61	60	61	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	61	0	0.0	0.0	0.0	2.3417026E7	0.0	0.0	0.0	7.5633384E7	3.0795138E7	0.0	0.0	0.0	2.3417026E7	0.0	0.0	0.0	7.5633384E7	3.0795138E7	0.0	0.0	0.0	2.3417026E7	0.0	0.0	0.0	7.5633384E7	3.0795138E7	
sp|P02788|TRFL_HUMAN	P02788	TRFL_HUMAN	LTF	710	3.70	Homo sapiens	1:Experimental evidence at protein level	Lactotransferrin	0.9998	0.9990	3	2	2	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	3	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P02790|HEMO_HUMAN	P02790	HEMO_HUMAN	HPX	462	25.80	Homo sapiens OX=9606	1:Experimental evidence at protein level	Hemopexin	1.0000	0.9990	9	15	14	15	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	15	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P04075|ALDOA_HUMAN	P04075	ALDOA_HUMAN	ALDOA	364	39.80	Homo sapiens OX=9606	1:Experimental evidence at protein level	Fructose-bisphosphate aldolase A	1.0000	0.9990	11	65	11	65	1	0	0	16	4	8	9	18	9	0	0	0	2	2	1	2	2	2	1	0	0	16	4	8	9	18	9	1.9007124E7	1250622.1	0.0	4.40457568E8	2.64647664E8	3.22237952E8	4.06815328E8	4.67098176E8	2.4665424E8	0.0	0.0	0.0	7.9993392E7	6.0979344E7	8.744168E7	7.9676168E7	1.0392656E8	5.5374876E7	1.9007124E7	1250622.1	0.0	4.40457568E8	2.64647664E8	3.22237952E8	4.06815328E8	4.67098176E8	2.4665424E8	
sp|P04406|G3P_HUMAN	P04406	G3P_HUMAN	GAPDH	335	54.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	Glyceraldehyde-3-phosphate dehydrogenase	1.0000	0.9990	12	101	90	101	8	3	1	12	12	13	17	21	14	7	3	1	10	12	11	15	19	12	8	3	1	12	12	13	17	21	14	1.47377936E8	1.2608184E8	8.7863792E7	4.07482112E8	3.86337056E8	5.4603117E8	5.1595392E8	5.7766918E8	3.26269824E8	1.47377936E8	1.2608184E8	8.7863792E7	4.07482112E8	3.86337056E8	5.4603117E8	5.1595392E8	5.7766918E8	3.26269824E8	1.47377936E8	1.2608184E8	8.7863792E7	4.07482112E8	3.86337056E8	5.4603117E8	5.1595392E8	5.7766918E8	3.26269824E8	
sp|P05141|ADT2_HUMAN	P05141	ADT2_HUMAN	SLC25A5	298	71.10	Homo sapiens OX=9606	1:Experimental evidence at protein level	ADP/ATP translocase 2	1.0000	0.9990	25	360	108	360	33	31	27	50	40	34	51	52	42	10	9	8	16	11	10	14	18	12	33	31	27	50	40	34	51	52	42	1.14950272E9	8.3961882E8	8.6172627E8	4.3862103E9	2.6963607E9	2.11111744E9	3.7583808E9	4.10880384E9	3.59957171E9	3.37969152E8	2.47701552E8	3.07807904E8	1.52864602E9	1.0959145E9	9.2812826E8	1.62798912E9	1.33848256E9	1.19616077E9	1.14950272E9	8.3961882E8	8.6172627E8	4.3862103E9	2.6963607E9	2.11111744E9	3.7583808E9	4.10880384E9	3.59957171E9	
sp|P12236|ADT3_HUMAN	P12236	ADT3_HUMAN	SLC25A6	298	55.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	ADP/ATP translocase 3	1.0000	0.9990	20	38	28	290	2	2	2	6	5	4	6	5	6	2	2	2	4	3	3	4	4	4	25	24	21	40	34	28	43	39	36	3.1987594E7	2.287715E7	2.3542152E7	3.20558272E8	3.01270272E8	2.2398608E8	3.97880992E8	1.83459008E8	2.79746112E8	3.1987594E7	2.287715E7	2.3542152E7	2.31028624E8	1.90980832E8	1.66876752E8	3.03142528E8	1.1025204E8	2.01845248E8	1.12107968E9	7.4119974E8	7.5972749E8	4.12460544E9	2.49280358E9	1.85674509E9	3.47088512E9	3.95938483E9	3.27707878E9	
sp|P06493|CDK1_HUMAN	P06493	CDK1_HUMAN	CDK1	297	6.70	Homo sapiens OX=9606	1:Experimental evidence at protein level	Cyclin-dependent kinase 1	1.0000	0.9990	2	20	3	20	0	0	0	4	2	2	5	5	2	0	0	0	1	0	0	1	1	0	0	0	0	4	2	2	5	5	2	3502281.0	0.0	0.0	1.26602344E8	8.5968048E7	8.3785544E7	1.15660888E8	1.23964848E8	9.9735272E7	3502281.0	0.0	0.0	2.5712506E7	2.4628922E7	0.0	3.4080456E7	2.651797E7	2.0262898E7	3502281.0	0.0	0.0	1.26602344E8	8.5968048E7	8.3785544E7	1.15660888E8	1.23964848E8	9.9735272E7	
sp|P06748|NPM_HUMAN	P06748	NPM_HUMAN	NPM1	294	39.10	Homo sapiens OX=9606	1:Experimental evidence at protein level	Nucleophosmin	1.0000	0.9990	15	153	141	153	3	3	2	32	16	17	25	32	23	3	3	2	30	14	15	23	30	21	3	3	2	32	16	17	25	32	23	6.0635516E7	4.4209464E7	3.4658736E7	2.01286797E9	6.8872883E8	7.2800563E8	1.6044105E9	1.6313097E9	9.924896E8	4.8316624E7	4.4209464E7	3.4658736E7	1.85531878E9	6.1129056E8	6.7090746E8	1.46640179E9	1.51298778E9	8.7367002E8	6.0635516E7	4.4209464E7	3.4658736E7	2.01286797E9	6.8872883E8	7.2800563E8	1.6044105E9	1.6313097E9	9.924896E8	
sp|P07355|ANXA2_HUMAN	P07355	ANXA2_HUMAN	ANXA2	339	45.10	Homo sapiens OX=9606	1:Experimental evidence at protein level	Annexin A2	1.0000	0.9990	14	52	19	52	0	0	0	6	7	18	6	4	11	0	0	0	3	2	6	2	2	4	0	0	0	6	7	18	6	4	11	0.0	0.0	0.0	2.2787488E8	2.68636032E8	4.31796064E8	2.62595392E8	2.44960224E8	3.04173376E8	4982366.0	0.0	0.0	7.962988E7	1.54036064E8	2.43733696E8	1.06533608E8	1.12988592E8	1.65750288E8	0.0	0.0	0.0	2.2787488E8	2.68636032E8	4.31796064E8	2.62595392E8	2.44960224E8	3.04173376E8	
sp|P07437|TBB5_HUMAN	P07437	TBB5_HUMAN	TUBB	444	68.90	Homo sapiens OX=9606	1:Experimental evidence at protein level	Tubulin beta chain	1.0000	0.9990	27	387	68	387	18	16	12	45	61	67	57	48	63	0	1	1	8	12	12	13	9	12	18	16	12	45	61	67	57	48	63	3.44059296E8	2.4550328E8	2.24538224E8	1.53695309E9	2.26277939E9	2.86579021E9	2.01426957E9	1.47869325E9	2.3055017E9	9.6264184E7	7.1321368E7	6.8806272E7	7.2932864E8	1.06675411E9	1.27324864E9	1.00928672E9	7.7733555E8	1.00591501E9	3.44059296E8	2.4550328E8	2.24538224E8	1.53695309E9	2.26277939E9	2.86579021E9	2.01426957E9	1.47869325E9	2.3055017E9	
sp|P68371|TBB4B_HUMAN	P68371	TBB4B_HUMAN	TUBB4B	445	62.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	Tubulin beta-4B chain	1.0000	0.9990	24	17	1	307	0	0	0	3	3	4	2	1	4	0	0	0	0	0	1	0	0	0	16	13	9	36	48	55	43	36	51	3.0288198E7	1.3126515E7	0.0	1.49045904E8	1.909496E8	2.24038192E8	1.17104288E8	1.23305648E8	2.11737744E8	1.3265436E7	0.0	0.0	3.2233758E7	4.4979736E7	4.059592E7	0.0	3.2197902E7	5.9581104E7	2.97134624E8	2.04030576E8	1.90450144E8	9.9515994E8	1.78154176E9	2.22301798E9	1.6080681E9	1.17519821E9	1.83584026E9	
sp|P07910|HNRPC_HUMAN	P07910	HNRPC_HUMAN	HNRNPC	306	35.90	Homo sapiens OX=9606	1:Experimental evidence at protein level	Heterogeneous nuclear ribonucleoproteins C1/C2	1.0000	0.9990	13	182	120	182	6	5	5	26	25	25	34	29	27	4	4	4	16	17	17	22	18	18	6	5	5	26	25	25	34	29	27	2.45174352E8	2.13623344E8	2.3632696E8	1.81484442E9	1.19871002E9	1.29993037E9	2.08314509E9	1.93698611E9	1.41180531E9	2.04420384E8	1.73500256E8	1.72997696E8	1.63764634E9	1.03970406E9	1.15264947E9	1.87173683E9	1.72288538E9	1.25980288E9	2.45174352E8	2.13623344E8	2.3632696E8	1.81484442E9	1.19871002E9	1.29993037E9	2.08314509E9	1.93698611E9	1.41180531E9	
sp|P08670|VIME_HUMAN	P08670	VIME_HUMAN	VIM	466	91.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	Vimentin	1.0000	0.9990	59	1177	985	1177	62	73	70	144	202	150	167	152	157	49	58	59	121	171	124	141	130	132	62	73	70	144	202	150	167	152	157	4.70814624E8	6.1495418E8	6.4295162E8	7.3930675E9	1.38469888E10	8.0572554E9	1.09500979E10	1.00340869E10	9.0176584E9	4.70814624E8	6.1495418E8	6.4295162E8	7.3930675E9	1.38469888E10	8.0572554E9	1.09500979E10	1.00340869E10	9.0176584E9	4.70814624E8	6.1495418E8	6.4295162E8	7.3930675E9	1.38469888E10	8.0572554E9	1.09500979E10	1.00340869E10	9.0176584E9	
sp|P04264|K2C1_HUMAN	P04264	K2C1_HUMAN	KRT1	644	68.90	Homo sapiens	1:Experimental evidence at protein level	Keratin, type II cytoskeletal 1	1.0000	0.9990	53	866	718	883	98	107	79	40	68	187	106	92	89	80	84	66	34	54	159	87	78	76	100	109	81	42	70	189	108	93	91	3.75859712E9	4.02211456E9	2.35994035E9	1.34605184E9	2.28628122E9	3.0054871E10	1.02477117E10	6.4403671E9	5.274476E9	3.50710374E9	3.60481178E9	2.16300006E9	1.31047565E9	2.05637325E9	2.7368876E10	9.5411005E9	6.3223163E9	4.8244244E9	3.75859712E9	4.02211456E9	2.35994035E9	1.34605184E9	2.28628122E9	3.0054871E10	1.02477117E10	6.4403671E9	5.274476E9	
sp|P35908|K22E_HUMAN	P35908	K22E_HUMAN	KRT2	639	83.70	Homo sapiens	1:Experimental evidence at protein level	Keratin, type II cytoskeletal 2 epidermal	1.0000	0.9990	49	437	322	548	34	61	24	16	49	108	75	45	25	22	45	15	11	36	79	57	38	19	48	77	33	20	59	129	90	57	35	4.8455632E8	7.5632896E8	4.14310816E8	4.5580064E8	1.07613338E9	5.3223414E9	2.74866842E9	1.5743703E9	4.8576512E8	2.10822768E8	6.5133626E8	3.46887296E8	4.44886176E8	9.3963885E8	4.5693E9	2.32265344E9	1.4306761E9	4.24641504E8	1.34454848E9	1.6498048E9	8.4171546E8	6.1561005E8	1.46522432E9	9.6567163E9	4.28998477E9	2.40861389E9	1.69093069E9	
sp|P17661|DESM_HUMAN	P17661	DESM_HUMAN	DES	470	83.40	Homo sapiens OX=9606	1:Experimental evidence at protein level	Desmin	1.0000	0.9990	46	588	578	729	9	18	11	85	105	77	100	87	96	7	17	9	85	103	76	100	87	94	19	31	21	103	124	96	118	104	113	1.3993704E8	1.6395608E8	1.63705808E8	3.1029033E9	4.2459031E9	2.44636134E9	4.3731773E9	4.3813878E9	3.13543526E9	1.3993704E8	1.6395608E8	1.63705808E8	3.1029033E9	4.2459031E9	2.44636134E9	4.3731773E9	4.3813878E9	3.13543526E9	2.09767536E8	3.16638368E8	3.00255488E8	3.40173568E9	6.2729088E9	3.37145574E9	5.5158257E9	5.4564239E9	4.01642394E9	
sp|P13647|K2C5_HUMAN	P13647	K2C5_HUMAN	KRT5	590	42.50	Homo sapiens OX=9606	1:Experimental evidence at protein level	Keratin, type II cytoskeletal 5	1.0000	0.9990	29	137	83	255	26	12	7	1	4	42	20	13	12	18	7	2	1	1	29	13	6	6	42	30	18	3	18	67	37	22	18	6.6837203E8	2.26488304E8	1.8276776E8	2.0087068E7	2.06332336E8	1.50368154E9	7.4152102E8	4.12491936E8	2.88163904E8	3.72187744E8	1.71792816E8	6.1779008E7	6.8839352E7	1.00002952E8	9.8790368E8	4.88727488E8	2.91823488E8	2.1081296E8	1.00516058E9	5.5392307E8	3.05821632E8	1.55291808E8	5.5729606E8	2.87815142E9	1.47800704E9	7.5758624E8	4.30024512E8	
