Protein	Protein ID	Entry Name	Gene	Protein Length	Coverage	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	20220119_C27283_002_S353676_B-GFP_01 Spectral Count	20220119_C27283_004_S353677_B-GFP_02 Spectral Count	20220119_C27283_006_S353678_B-GFP_03 Spectral Count	20220119_C27283_008_S353679_M_1 Spectral Count	20220119_C27283_010_S353680_M_2 Spectral Count	20220119_C27283_012_S353681_M_3 Spectral Count	20220119_C27283_002_S353676_B-GFP_01 Unique Spectral Count	20220119_C27283_004_S353677_B-GFP_02 Unique Spectral Count	20220119_C27283_006_S353678_B-GFP_03 Unique Spectral Count	20220119_C27283_008_S353679_M_1 Unique Spectral Count	20220119_C27283_010_S353680_M_2 Unique Spectral Count	20220119_C27283_012_S353681_M_3 Unique Spectral Count	20220119_C27283_002_S353676_B-GFP_01 Total Spectral Count	20220119_C27283_004_S353677_B-GFP_02 Total Spectral Count	20220119_C27283_006_S353678_B-GFP_03 Total Spectral Count	20220119_C27283_008_S353679_M_1 Total Spectral Count	20220119_C27283_010_S353680_M_2 Total Spectral Count	20220119_C27283_012_S353681_M_3 Total Spectral Count	20220119_C27283_002_S353676_B-GFP_01 Intensity	20220119_C27283_004_S353677_B-GFP_02 Intensity	20220119_C27283_006_S353678_B-GFP_03 Intensity	20220119_C27283_008_S353679_M_1 Intensity	20220119_C27283_010_S353680_M_2 Intensity	20220119_C27283_012_S353681_M_3 Intensity	20220119_C27283_002_S353676_B-GFP_01 Unique Intensity	20220119_C27283_004_S353677_B-GFP_02 Unique Intensity	20220119_C27283_006_S353678_B-GFP_03 Unique Intensity	20220119_C27283_008_S353679_M_1 Unique Intensity	20220119_C27283_010_S353680_M_2 Unique Intensity	20220119_C27283_012_S353681_M_3 Unique Intensity	20220119_C27283_002_S353676_B-GFP_01 Total Intensity	20220119_C27283_004_S353677_B-GFP_02 Total Intensity	20220119_C27283_006_S353678_B-GFP_03 Total Intensity	20220119_C27283_008_S353679_M_1 Total Intensity	20220119_C27283_010_S353680_M_2 Total Intensity	20220119_C27283_012_S353681_M_3 Total Intensity	20220119_C27283_002_S353676_B-GFP_01 MaxLFQ Intensity	20220119_C27283_004_S353677_B-GFP_02 MaxLFQ Intensity	20220119_C27283_006_S353678_B-GFP_03 MaxLFQ Intensity	20220119_C27283_008_S353679_M_1 MaxLFQ Intensity	20220119_C27283_010_S353680_M_2 MaxLFQ Intensity	20220119_C27283_012_S353681_M_3 MaxLFQ Intensity	20220119_C27283_002_S353676_B-GFP_01 MaxLFQ Unique Intensity	20220119_C27283_004_S353677_B-GFP_02 MaxLFQ Unique Intensity	20220119_C27283_006_S353678_B-GFP_03 MaxLFQ Unique Intensity	20220119_C27283_008_S353679_M_1 MaxLFQ Unique Intensity	20220119_C27283_010_S353680_M_2 MaxLFQ Unique Intensity	20220119_C27283_012_S353681_M_3 MaxLFQ Unique Intensity	20220119_C27283_002_S353676_B-GFP_01 MaxLFQ Total Intensity	20220119_C27283_004_S353677_B-GFP_02 MaxLFQ Total Intensity	20220119_C27283_006_S353678_B-GFP_03 MaxLFQ Total Intensity	20220119_C27283_008_S353679_M_1 MaxLFQ Total Intensity	20220119_C27283_010_S353680_M_2 MaxLFQ Total Intensity	20220119_C27283_012_S353681_M_3 MaxLFQ Total Intensity	Indistinguishable Proteins
sp|Q96533|ADHX_ARATH	Q96533	ADHX_ARATH	ADH2	379	11.90	Arabidopsis thaliana OX=3702	1:Experimental evidence at protein level	Alcohol dehydrogenase class-3	1.0000	0.9979	3	3	1	3	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	3	1897016.4	0.0	0.0	0.0	0.0	4614476.0	1897016.4	0.0	0.0	0.0	0.0	4614476.0	1897016.4	0.0	0.0	0.0	0.0	4614476.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9ASR1|EF2_ARATH	Q9ASR1	EF2_ARATH	LOS1	843	25.10	Arabidopsis thaliana OX=3702	1:Experimental evidence at protein level	Elongation factor 2	1.0000	0.9990	19	32	20	32	5	4	2	0	0	21	3	2	1	0	0	14	5	4	2	0	0	21	1.1347422E7	1.9902694E7	3734040.0	0.0	346613.56	1.8514642E7	5935543.0	1.135127E7	1935962.5	0.0	346613.56	1.042944E7	1.1347422E7	1.9902694E7	3734040.0	0.0	346613.56	1.8514642E7	5991547.0	9496811.0	2700394.0	0.0	325820.6	8451362.0	4511885.5	6787851.0	0.0	0.0	495923.5	9055710.0	5991547.0	9496811.0	2700394.0	0.0	325820.6	8451362.0	
sp|Q9C5M8|PLY18_ARATH	Q9C5M8	PLY18_ARATH	At4g24780	408	12.70	Arabidopsis thaliana OX=3702	2:Experimental evidence at transcript level	Probable pectate lyase 18	1.0000	0.9990	4	4	3	4	0	0	0	0	0	4	0	0	0	0	0	3	0	0	0	0	0	4	2954192.0	0.0	0.0	0.0	0.0	1.5244409E7	2954192.0	0.0	0.0	0.0	0.0	1.5244409E7	2954192.0	0.0	0.0	0.0	0.0	1.5244409E7	2186355.5	0.0	0.0	0.0	0.0	9385372.0	2186355.5	0.0	0.0	0.0	0.0	9385372.0	2186355.5	0.0	0.0	0.0	0.0	9385372.0	
sp|Q9CAV0|RS3A1_ARATH	Q9CAV0	RS3A1_ARATH	RPS3AA	262	14.10	Arabidopsis thaliana OX=3702	1:Experimental evidence at protein level	40S ribosomal protein S3a-1	1.0000	0.9987	4	7	1	7	1	1	0	0	4	1	0	0	0	0	1	0	1	1	0	0	4	1	5380132.5	4658533.5	0.0	0.0	3442719.0	1452879.8	0.0	0.0	0.0	0.0	0.0	0.0	5380132.5	4658533.5	0.0	0.0	3442719.0	1452879.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9CAX6|RS142_ARATH	Q9CAX6	RS142_ARATH	RPS14B	150	35.30	Arabidopsis thaliana OX=3702	1:Experimental evidence at protein level	40S ribosomal protein S14-2	0.9999	0.9990	4	15	6	15	2	3	2	3	3	2	1	1	1	1	1	1	2	3	2	3	3	2	2.4532984E7	1.5924071E7	2.08613E7	7203994.5	1.1282042E7	5338831.0	1.2254379E7	0.0	1.0954762E7	3158392.5	4894823.0	2915382.8	2.4532984E7	1.5924071E7	2.08613E7	7203994.5	1.1282042E7	5338831.0	1.4346508E7	1.6096466E7	1.1817349E7	4634302.0	6397293.0	2994164.2	0.0	0.0	0.0	0.0	0.0	0.0	1.4346508E7	1.6096466E7	1.1817349E7	4634302.0	6397293.0	2994164.2	
sp|Q9SIH0|RS141_ARATH	Q9SIH0	RS141_ARATH	RPS14A	150	35.30	Arabidopsis thaliana OX=3702	1:Experimental evidence at protein level	40S ribosomal protein S14-1	0.9999	0.9990	4	4	4	13	1	1	1	0	1	0	1	1	1	0	1	0	2	3	2	2	3	1	8388822.0	1.3284192E7	5805612.5	0.0	2899391.8	1891581.6	8388822.0	1.3284192E7	5805612.5	0.0	2899391.8	1891581.6	2.0667428E7	2.9208264E7	1.5712152E7	4045602.0	9286610.0	4315029.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3717006E7	1.700238E7	1.0136101E7	4806077.5	5736414.5	2794080.5	
sp|Q9FGY1|BXL1_ARATH	Q9FGY1	BXL1_ARATH	BXL1	774	22.50	Arabidopsis thaliana OX=3702	1:Experimental evidence at protein level	Beta-D-xylosidase 1	1.0000	0.9990	11	35	32	35	4	8	2	8	5	8	4	7	2	7	4	8	4	8	2	8	5	8	2.1821272E7	3.9230184E7	7956856.0	5.7308496E7	1.2210791E7	2.6099144E7	2.1821272E7	3.9230184E7	7956856.0	5.7308496E7	1.2210791E7	2.6099144E7	2.1821272E7	3.9230184E7	7956856.0	5.7308496E7	1.2210791E7	2.6099144E7	1.0004977E7	1.7669264E7	4941604.5	2.0045684E7	7763552.5	1.1585802E7	1.0113863E7	1.6142321E7	4941604.5	2.0849792E7	8047670.5	1.1635554E7	1.0004977E7	1.7669264E7	4941604.5	2.0045684E7	7763552.5	1.1585802E7	
sp|Q9FI56|CLPC1_ARATH	Q9FI56	CLPC1_ARATH	CLPC1	929	17.70	Arabidopsis thaliana OX=3702	1:Experimental evidence at protein level	Chaperone protein ClpC1, chloroplastic	1.0000	0.9990	11	19	3	19	6	9	2	0	0	2	2	1	0	0	0	0	6	9	2	0	0	2	2.381854E7	4.9370928E7	9942966.0	0.0	1743852.0	1.096577E7	1.1060532E7	1.3771724E7	0.0	0.0	0.0	4481719.0	2.381854E7	4.9370928E7	9942966.0	0.0	1743852.0	1.096577E7	1.0346837E7	1.6704455E7	5676693.5	0.0	995838.1	4730198.5	5856529.0	7302720.0	0.0	0.0	0.0	2381164.5	1.0346837E7	1.6704455E7	5676693.5	0.0	995838.1	4730198.5	
sp|Q9FLX7|NDUA5_ARATH	Q9FLX7	NDUA5_ARATH	At5g52840	169	33.10	Arabidopsis thaliana OX=3702	1:Experimental evidence at protein level	Probable NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5, mitochondrial	1.0000	0.9990	5	17	8	17	4	3	2	2	3	3	2	1	1	1	2	1	4	3	2	2	3	3	2.0161994E7	5.4699828E7	1.065799E7	1.0997643E7	7538963.0	1.9641282E7	1.3102976E7	3.4597672E7	5118912.0	5325942.5	5647634.5	1.265962E7	2.0161994E7	5.4699828E7	1.065799E7	1.0997643E7	7538963.0	1.9641282E7	7348489.0	1.872783E7	5752466.0	5937465.5	2753556.0	7159125.5	7034641.0	1.845287E7	0.0	0.0	3028333.2	6769435.5	7348489.0	1.872783E7	5752466.0	5937465.5	2753556.0	7159125.5	
sp|Q9FMU6|MPCP3_ARATH	Q9FMU6	MPCP3_ARATH	MPT3	375	18.90	Arabidopsis thaliana OX=3702	1:Experimental evidence at protein level	Mitochondrial phosphate carrier protein 3, mitochondrial	1.0000	0.9990	7	14	11	14	7	2	1	1	0	3	6	1	1	1	0	2	7	2	1	1	0	3	3.8975656E7	5.284E7	0.0	0.0	3104575.5	1.4433669E7	2.3014376E7	3.6869696E7	2299299.8	5140724.5	3104575.5	6815175.5	3.8975656E7	5.284E7	0.0	0.0	3104575.5	1.4433669E7	1.7280536E7	2.3530634E7	0.0	0.0	2727370.8	6619168.0	1.192903E7	1.6737485E7	0.0	0.0	1870603.4	4348730.5	1.7280536E7	2.3530634E7	0.0	0.0	2727370.8	6619168.0	
sp|Q9FN48|CAS_ARATH	Q9FN48	CAS_ARATH	CAS	387	26.60	Arabidopsis thaliana OX=3702	1:Experimental evidence at protein level	Calcium sensing receptor, chloroplastic	1.0000	0.9990	10	32	2	32	8	4	4	3	6	7	0	0	0	0	1	1	8	4	4	3	6	7	6.3782344E7	6.8436176E7	2.6393192E7	8542132.0	9714298.0	1.860812E7	2.815692E7	2.1933494E7	0.0	0.0	4521840.5	8046148.0	6.3782344E7	6.8436176E7	2.6393192E7	8542132.0	9714298.0	1.860812E7	2.6786276E7	3.4151936E7	1.4874942E7	5220318.5	3906914.5	7153542.5	0.0	0.0	0.0	0.0	0.0	0.0	2.6786276E7	3.4151936E7	1.4874942E7	5220318.5	3906914.5	7153542.5	
sp|Q9FX54|G3PC2_ARATH	Q9FX54	G3PC2_ARATH	GAPC2	338	68.30	Arabidopsis thaliana OX=3702	1:Experimental evidence at protein level	Glyceraldehyde-3-phosphate dehydrogenase GAPC2, cytosolic	1.0000	0.9990	21	93	0	95	25	25	13	9	9	12	0	0	0	0	0	0	26	26	13	9	9	12	3.2314528E8	4.62391872E8	1.55359888E8	0.0	2.7488514E7	4.8096124E7	0.0	0.0	0.0	0.0	0.0	0.0	3.2314528E8	4.62391872E8	1.55359888E8	0.0	2.7488514E7	4.8096124E7	1.31346712E8	1.73830848E8	6.0661792E7	2.5191516E7	1.4951473E7	3.0427122E7	0.0	0.0	0.0	0.0	0.0	0.0	1.32635304E8	1.76406656E8	6.0661792E7	2.5191516E7	1.4750433E7	3.009623E7	
sp|P25858|G3PC1_ARATH	P25858	G3PC1_ARATH	GAPC1	338	67.80	Arabidopsis thaliana OX=3702	1:Experimental evidence at protein level	Glyceraldehyde-3-phosphate dehydrogenase GAPC1, cytosolic	1.0000	0.9990	20	5	3	88	3	2	0	0	0	0	2	1	0	0	0	0	25	24	12	8	8	11	3.008528E7	1.3829753E7	0.0	0.0	2168762.0	5015301.0	2.6646512E7	8780962.0	0.0	0.0	1931440.5	4435034.0	3.2314528E8	4.62391872E8	1.55359888E8	0.0	2.7488514E7	4.8096124E7	1.6241617E7	2.6042088E7	0.0	0.0	1259218.5	3007200.2	0.0	0.0	0.0	0.0	0.0	0.0	1.3424352E8	1.82229952E8	6.2581208E7	2.4174158E7	1.4405089E7	2.9773926E7	
sp|Q9LD57|PGKH1_ARATH	Q9LD57	PGKH1_ARATH	PGK1	481	35.30	Arabidopsis thaliana OX=3702	1:Experimental evidence at protein level	Phosphoglycerate kinase 1, chloroplastic	1.0000	0.9990	12	26	15	26	8	2	3	0	2	11	5	1	2	0	1	6	8	2	3	0	2	11	3.179341E7	1.852741E7	3672864.5	0.0	5108052.5	1.5380997E7	2.5628954E7	1.3644006E7	5669718.5	569501.06	3798183.2	1.5571368E7	3.179341E7	1.852741E7	3672864.5	0.0	5108052.5	1.5380997E7	1.2042853E7	1.2060678E7	4238455.0	0.0	1348352.0	8054074.0	1.1623968E7	1.1753547E7	3958155.0	0.0	1096572.5	8007340.5	1.2042853E7	1.2060678E7	4238455.0	0.0	1348352.0	8054074.0	
sp|Q9SAJ4|PGKY3_ARATH	Q9SAJ4	PGKY3_ARATH	PGK3	401	10.70	Arabidopsis thaliana OX=3702	1:Experimental evidence at protein level	Phosphoglycerate kinase 3, cytosolic	0.9995	0.9990	2	1	1	4	0	1	0	0	0	0	0	1	0	0	0	0	1	2	0	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2238045E7	1.0294325E7	0.0	0.0	1769409.0	4255396.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9LR30|GGT1_ARATH	Q9LR30	GGT1_ARATH	GGAT1	481	24.50	Arabidopsis thaliana OX=3702	1:Experimental evidence at protein level	Glutamate--glyoxylate aminotransferase 1	1.0000	0.9990	8	20	8	20	3	7	2	0	0	8	1	3	1	0	0	3	3	7	2	0	0	8	2.8566706E7	5.1600796E7	7588392.0	0.0	2874702.5	2.9813552E7	1.3818422E7	2.6338284E7	0.0	0.0	1870056.6	1.1015444E7	2.8566706E7	5.1600796E7	7588392.0	0.0	2874702.5	2.9813552E7	1.5494564E7	2.7319336E7	0.0	0.0	1656873.0	1.4886831E7	7473628.5	1.4252711E7	0.0	0.0	0.0	5868365.5	1.5494564E7	2.7319336E7	0.0	0.0	1656873.0	1.4886831E7	
sp|Q9LRS0|GLO2_ARATH	Q9LRS0	GLO2_ARATH	GLO2	367	74.70	Arabidopsis thaliana OX=3702	1:Experimental evidence at protein level	(S)-2-hydroxy-acid oxidase GLO2	1.0000	0.9990	22	36	0	117	9	6	4	6	4	7	0	0	0	0	0	0	26	22	15	17	15	22	6.0960216E7	1.1685744E8	3.178498E7	3.8711436E7	7501255.5	2.872872E7	0.0	0.0	0.0	0.0	0.0	0.0	2.5511656E8	3.46275488E8	1.0444196E8	4.3511168E7	4.2676804E7	1.23367856E8	3.3133282E7	5.8701872E7	1.7341478E7	2.0087478E7	7439951.0	1.5422718E7	0.0	0.0	0.0	0.0	0.0	0.0	8.4332736E7	1.60825952E8	4.877288E7	5.5835164E7	2.0811196E7	4.2275476E7	
sp|Q9LRR9|GLO1_ARATH	Q9LRR9	GLO1_ARATH	GLO1	367	74.70	Arabidopsis thaliana OX=3702	1:Experimental evidence at protein level	(S)-2-hydroxy-acid oxidase GLO1	1.0000	0.9990	22	122	0	122	26	24	16	16	16	24	0	0	0	0	0	0	26	24	16	16	16	24	2.5511656E8	3.46275488E8	1.0444196E8	4.3511168E7	4.2676804E7	1.23367856E8	0.0	0.0	0.0	0.0	0.0	0.0	2.5511656E8	3.46275488E8	1.0444196E8	4.3511168E7	4.2676804E7	1.23367856E8	9.0643E7	1.60786016E8	5.1307884E7	4.602668E7	2.0614778E7	4.5800372E7	0.0	0.0	0.0	0.0	0.0	0.0	9.0643E7	1.60786016E8	5.1307884E7	4.602668E7	2.0614778E7	4.5800372E7	
sp|Q9LUT2|METK4_ARATH	Q9LUT2	METK4_ARATH	METK4	393	22.10	Arabidopsis thaliana OX=3702	1:Experimental evidence at protein level	S-adenosylmethionine synthase 4	0.9999	0.9990	5	7	1	7	4	3	0	0	0	0	1	0	0	0	0	0	4	3	0	0	0	0	1.4369102E7	8283162.5	0.0	0.0	0.0	1502291.5	8176762.0	8283162.5	0.0	0.0	0.0	0.0	1.4369102E7	8283162.5	0.0	0.0	0.0	1502291.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9SJL8|METK3_ARATH	Q9SJL8	METK3_ARATH	METK3	390	22.30	Arabidopsis thaliana OX=3702	1:Experimental evidence at protein level	S-adenosylmethionine synthase 3	0.9999	0.9990	5	2	2	8	1	1	0	0	0	0	1	1	0	0	0	0	4	4	0	0	0	0	8539016.0	1.0050374E7	0.0	0.0	1572028.0	2166373.5	8539016.0	1.0050374E7	0.0	0.0	1572028.0	2166373.5	1.4731356E7	1.0050374E7	0.0	0.0	1572028.0	3668665.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9133503.0	0.0	0.0	0.0	0.0	2265937.5	
sp|Q9LV33|BGL44_ARATH	Q9LV33	BGL44_ARATH	BGLU44	512	11.70	Arabidopsis thaliana OX=3702	2:Experimental evidence at transcript level	Beta-glucosidase 44	1.0000	0.9990	5	9	5	9	0	2	0	2	0	5	0	1	0	1	0	3	0	2	0	2	0	5	3337109.5	1.7866676E7	0.0	5890057.0	955841.3	1.190365E7	970027.56	1.1181874E7	0.0	4331815.5	565631.44	8419429.0	3337109.5	1.7866676E7	0.0	5890057.0	955841.3	1.190365E7	2623986.2	8883282.0	0.0	3715161.0	595275.0	4736227.0	0.0	7613908.5	0.0	0.0	0.0	4994479.0	2623986.2	8883282.0	0.0	3715161.0	595275.0	4736227.0	
sp|Q9LV77|ASNS2_ARATH	Q9LV77	ASNS2_ARATH	ASN2	578	11.20	Arabidopsis thaliana OX=3702	2:Experimental evidence at transcript level	Asparagine synthetase [glutamine-hydrolyzing] 2	1.0000	0.9990	6	10	8	10	5	2	1	0	0	2	4	2	1	0	0	1	5	2	1	0	0	2	1.83371E7	3.0425536E7	1986122.0	0.0	211030.22	5461489.0	1.83371E7	3.0425536E7	1986122.0	0.0	211030.22	5461489.0	1.83371E7	3.0425536E7	1986122.0	0.0	211030.22	5461489.0	1.1307053E7	1.8863114E7	0.0	0.0	0.0	3415361.2	1.1307053E7	1.8863114E7	0.0	0.0	0.0	3415361.2	1.1307053E7	1.8863114E7	0.0	0.0	0.0	3415361.2	
sp|Q9LXG1|RS91_ARATH	Q9LXG1	RS91_ARATH	RPS9B	198	24.70	Arabidopsis thaliana OX=3702	1:Experimental evidence at protein level	40S ribosomal protein S9-1	1.0000	0.9990	6	18	2	18	5	4	4	0	2	3	1	1	0	0	0	0	5	4	4	0	2	3	2.5071196E7	3.7227448E7	8636228.0	0.0	2703571.8	8695678.0	1.4016708E7	1.8245884E7	0.0	0.0	0.0	3346272.8	2.5071196E7	3.7227448E7	8636228.0	0.0	2703571.8	8695678.0	8932468.0	1.5586249E7	6410819.5	0.0	2259562.0	4064941.5	0.0	0.0	0.0	0.0	0.0	0.0	8932468.0	1.5586249E7	6410819.5	0.0	2259562.0	4064941.5	
sp|Q9M339|RS32_ARATH	Q9M339	RS32_ARATH	RPS3B	249	20.90	Arabidopsis thaliana OX=3702	1:Experimental evidence at protein level	40S ribosomal protein S3-2	1.0000	0.9990	4	14	1	14	4	3	2	3	0	2	1	0	0	0	0	0	4	3	2	3	0	2	1.3930716E7	2.1631194E7	7138288.0	1.2312035E7	2140578.2	3809527.5	2432630.8	0.0	0.0	0.0	0.0	840137.2	1.3930716E7	2.1631194E7	7138288.0	1.2312035E7	2140578.2	3809527.5	5806094.0	8931557.0	4491374.5	6119241.0	1578432.9	2937419.5	0.0	0.0	0.0	0.0	0.0	0.0	5806094.0	8931557.0	4491374.5	6119241.0	1578432.9	2937419.5	
sp|Q9M5K3|DLDH1_ARATH	Q9M5K3	DLDH1_ARATH	LPD1	507	6.70	Arabidopsis thaliana OX=3702	1:Experimental evidence at protein level	Dihydrolipoyl dehydrogenase 1, mitochondrial	1.0000	0.9990	3	6	3	6	2	1	0	0	0	3	1	1	0	0	0	1	2	1	0	0	0	3	5746921.0	2170242.2	0.0	0.0	0.0	5255242.0	2293282.5	2170242.2	0.0	0.0	0.0	2369838.8	5746921.0	2170242.2	0.0	0.0	0.0	5255242.0	3274877.8	0.0	0.0	0.0	0.0	3042904.0	0.0	0.0	0.0	0.0	0.0	0.0	3274877.8	0.0	0.0	0.0	0.0	3042904.0	
sp|Q9S7W1|CB4C_ARATH	Q9S7W1	CB4C_ARATH	LHCB4.3	276	9.10	Arabidopsis thaliana OX=3702	2:Experimental evidence at transcript level	Chlorophyll a-b binding protein CP29.3, chloroplastic	1.0000	0.9990	2	2	1	2	1	1	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	1579587.0	1730386.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1579587.0	1730386.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9SAV0|JAL7_ARATH	Q9SAV0	JAL7_ARATH	MBP1	462	19.90	Arabidopsis thaliana OX=3702	2:Experimental evidence at transcript level	Myrosinase-binding protein 1	1.0000	0.9990	6	7	5	7	0	0	0	0	0	7	0	0	0	0	0	5	0	0	0	0	0	7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9SE50|BGL18_ARATH	Q9SE50	BGL18_ARATH	BGLU18	528	29.50	Arabidopsis thaliana OX=3702	1:Experimental evidence at protein level	Beta-D-glucopyranosyl abscisate beta-glucosidase	1.0000	0.9990	10	12	9	12	0	0	0	0	0	12	0	0	0	0	0	9	0	0	0	0	0	12	1677664.6	6319027.5	0.0	0.0	0.0	4.0722352E7	1677664.6	6319027.5	0.0	0.0	0.0	4.0722352E7	1677664.6	6319027.5	0.0	0.0	0.0	4.0722352E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9SF53|RL351_ARATH	Q9SF53	RL351_ARATH	RPL35A	123	17.90	Arabidopsis thaliana OX=3702	2:Experimental evidence at transcript level	60S ribosomal protein L35-1	1.0000	0.9980	3	8	1	8	1	1	1	2	3	0	0	0	0	0	1	0	1	1	1	2	3	0	9266974.0	1.6071E7	6051957.5	7930882.5	6400123.0	1067916.2	0.0	0.0	0.0	0.0	0.0	0.0	9266974.0	1.6071E7	6051957.5	7930882.5	6400123.0	1067916.2	5696310.0	9801240.0	0.0	0.0	3772076.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5696310.0	9801240.0	0.0	0.0	3772076.2	0.0	
sp|Q9SF85|ADK1_ARATH	Q9SF85	ADK1_ARATH	ADK1	344	26.20	Arabidopsis thaliana OX=3702	1:Experimental evidence at protein level	Adenosine kinase 1	1.0000	0.9990	6	6	2	6	0	0	0	0	0	6	0	0	0	0	0	2	0	0	0	0	0	6	2211412.0	4793961.5	0.0	0.0	0.0	2275233.8	0.0	0.0	0.0	0.0	0.0	0.0	2211412.0	4793961.5	0.0	0.0	0.0	2275233.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9SJT9|COPA2_ARATH	Q9SJT9	COPA2_ARATH	At2g21390	1218	5.90	Arabidopsis thaliana OX=3702	2:Experimental evidence at transcript level	Coatomer subunit alpha-2	1.0000	0.9990	6	11	1	11	3	4	1	0	0	3	1	0	0	0	0	0	3	4	1	0	0	3	1.2357709E7	1.88651E7	4336772.0	0.0	390386.66	5906368.0	1992105.1	3717770.2	0.0	0.0	0.0	1083452.8	1.2357709E7	1.88651E7	4336772.0	0.0	390386.66	5906368.0	6363851.0	9004096.0	0.0	0.0	351228.7	3092093.8	0.0	0.0	0.0	0.0	0.0	0.0	6363851.0	9004096.0	0.0	0.0	351228.7	3092093.8	
sp|Q9SS03|DIR21_ARATH	Q9SS03	DIR21_ARATH	DIR21	189	27.00	Arabidopsis thaliana OX=3702	3:Protein inferred from homology	Dirigent protein 21	1.0000	0.9983	3	4	1	4	0	0	0	3	1	0	0	0	0	1	0	0	0	0	0	3	1	0	0.0	0.0	0.0	1.2129666E7	5531103.0	1334822.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2129666E7	5531103.0	1334822.8	0.0	0.0	0.0	6417318.5	2911014.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6417318.5	2911014.2	0.0	
sp|Q9SUU5|QCR71_ARATH	Q9SUU5	QCR71_ARATH	QCR7-1	122	17.20	Arabidopsis thaliana OX=3702	1:Experimental evidence at protein level	Cytochrome b-c1 complex subunit 7-1, mitochondrial	1.0000	0.9990	2	7	0	7	1	1	1	1	1	2	0	0	0	0	0	0	1	1	1	1	1	2	7346922.0	1.3962247E7	4105282.0	1648464.5	783328.7	4043806.5	0.0	0.0	0.0	0.0	0.0	0.0	7346922.0	1.3962247E7	4105282.0	1648464.5	783328.7	4043806.5	5529480.5	1.0490862E7	0.0	0.0	0.0	3241286.2	0.0	0.0	0.0	0.0	0.0	0.0	5529480.5	1.0490862E7	0.0	0.0	0.0	3241286.2	
sp|Q9SYW8|LHCA2_ARATH	Q9SYW8	LHCA2_ARATH	LHCA2	257	42.00	Arabidopsis thaliana OX=3702	1:Experimental evidence at protein level	Photosystem I chlorophyll a/b-binding protein 2, chloroplastic	1.0000	0.9990	4	11	9	11	3	4	1	2	0	1	3	3	1	1	0	1	3	4	1	2	0	1	2193797.2	9040728.0	2019596.4	2951586.0	0.0	960757.06	2193797.2	9040728.0	2019596.4	2951586.0	0.0	960757.06	2193797.2	9040728.0	2019596.4	2951586.0	0.0	960757.06	3576580.8	1.4047342E7	0.0	5048992.5	0.0	0.0	2851442.5	1.1750603E7	0.0	0.0	0.0	0.0	3576580.8	1.4047342E7	0.0	5048992.5	0.0	0.0	
